societi,societi
sock,sock
soft,soft
sol,sol
sold,sold
soldier,soldier
solo,solo
solut,solut
solv,solv
sombra,sombra
some,some
somebodi,somebodi
someday,someday
somehow,somehow
someon,someon
someth,someth
somethin,somethin
sometim,sometim
somewher,somewher
son,son
song,song
soon,soon
sooner,sooner
sore,sore
sorri,sorri
sorrow,sorrow
sort,sort
sos,sos
soul,soul
sound,sound
sour,sour
sourc,sourc
south,south
southern,southern
soy,soy
space,space
spanish,spanish
spare,spare
spark,spark
speak,speak
special,special
speech,speech
speed,speed
spell,spell
spend,spend
spent,spent
spin,spin
spinnin,spinnin
spirit,spirit
spit,spit
spite,spite
split,split
spoke,spoke
spoken,spoken
sport,sport
spot,spot
spotlight,spotlight
spray,spray
spread,spread
spring,spring
squad,squad
squar,squar
squeez,squeez
st,st
stack,stack
stage,stage
stain,stain
stair,stair
stake,stake
stall,stall
stand,stand
standin,standin
star,star
stare,stare
start,start
starv,starv
state,state
static,static
stay,stay
steadi,steadi
steal,steal
steam,steam
steel,steel
step,step
stereo,stereo
stick,stick
still,still
sting,sting
stir,stir
stole,stole
stolen,stolen
stomach,stomach
stomp,stomp
stone,stone
stood,stood
stop,stop
store,store
stori,stori
storm,storm
stormi,stormi
straight,straight
strang,strang
strap,strap
stray,stray
stream,stream
street,street
strength,strength
stress,stress
stretch,stretch
strike,strike
string,string
strip,strip
strive,strive
stroke,stroke
stroll,stroll
strong,strong
stronger,stronger
struck,struck
struggl,struggl
strung,strung
stuck,stuck
studi,studi
stuff,stuff
stumbl,stumbl
stupid,stupid
style,style
su,su
succeed,succeed
success,success
such,such
suck,suck
sucker,sucker
sudden,sudden
sue,sue
suffer,suffer
suffoc,suffoc
sugar,sugar
sui,sui
suicid,suicid
suit,suit
sum,sum
summer,summer
summertim,summertim
sun,sun
sunday,sunday
sung,sung
sunlight,sunlight
sunni,sunni
sunris,sunris
sunset,sunset
sunshin,sunshin
super,super
superman,superman
superstar,superstar
suppli,suppli
suppos,suppos
sure,sure
surf,surf
surfac,surfac
surpris,surpris
surrend,surrend
surround,surround
surviv,surviv
swallow,swallow
sway,sway
swear,swear
sweat,sweat
sweep,sweep
sweet,sweet
sweeter,sweeter
sweetest,sweetest
sweetheart,sweetheart
swell,swell
swift,swift
swim,swim
swing,swing
switch,switch
swore,swore
sympathi,sympathi
symphoni,symphoni
system,system
sé,sé
sólo,sólo
t,t
ta,ta
tabl,tabl
tag,tag
take,take
taken,taken
takin,takin
tale,tale
talk,talk
talkin,talkin
tall,tall
tan,tan
tangl,tangl
tank,tank
tap,tap
tard,tard
tast,tast
tattoo,tattoo
taught,taught
tax,tax
te,te
tea,tea
teach,teach
teacher,teacher
team,team
tear,tear
teardrop,teardrop
teen,teen
teenag,teenag
teeth,teeth
telephon,telephon
televis,televis
tell,tell
tellin,tellin
temperatur,temperatur
templ,templ
temptat,temptat
ten,ten
tend,tend
tennesse,tennesse
tension,tension
term,term
terror,terror
tes,tes
test,test
texa,texa
tha,tha
than,than
thang,thang
thank,thank
that,that
the,the
their,their
them,them
then,then
there,there
there’,there’
these,these
they,they
thick,thick
thief,thief
thigh,thigh
thin,thin
thing,thing
think,think
thinkin,thinkin
third,third
this,this
those,those
thou,thou
though,though
thought,thought
thousand,thousand
thread,thread
three,three
threw,threw
thrill,thrill
throat,throat
throne,throne
through,through
throw,throw
thrown,thrown
thru,thru
thug,thug
thunder,thunder
ti,ti
tick,tick
ticket,ticket
tie,tie
tien,tien
tight,tight
til,til
till,till
time,time
tin,tin
tini,tini
tip,tip
tire,tire
to,to
toast,toast
toda,toda
today,today
todo,todo
toe,toe
togeth,togeth
toi,toi
told,told
toll,toll
tom,tom
tomb,tomb
tomorrow,tomorrow
tone,tone
tongu,tongu
toni,toni
tonight,tonight
too,too
took,took
tool,tool
tooth,tooth
top,top
torch,torch
tore,tore
torn,torn
toss,toss
total,total
touch,touch
tough,tough
tour,tour
tout,tout
toward,toward
tower,tower
town,town
toy,toy
trace,trace
track,track
trade,trade
traffic,traffic
trail,trail
train,train
tranc,tranc
transform,transform
trap,trap
trash,trash
travel,travel
tread,tread
treasur,treasur
treat,treat
tree,tree
trembl,trembl
tres,tres
tri,tri
trial,trial
tribe,tribe
trick,trick
trigger,trigger
trip,trip
troubl,troubl
truck,truck
true,true
truli,truli
trumpet,trumpet
trunk,trunk
trust,trust
truth,truth
tryin,tryin
tryna,tryna
tu,tu
tuck,tuck
tuesday,tuesday
tun,tun
tune,tune
turn,turn
turnin,turnin
tus,tus
tv,tv
twelv,twelv
twenti,twenti
twice,twice
twin,twin
twist,twist
two,two
type,type
u,u
ugli,ugli
uh,uh
uhh,uhh
uhhuh,uhhuh
um,um
un,un
uncl,uncl
und,und
under,under
underground,underground
underneath,underneath
understand,understand
understood,understood
undon,undon
unfold,unfold
union,union
univers,univers
unknown,unknown
unless,unless
uno,uno
unspoken,unspoken
until,until
unwind,unwind
up,up
upon,upon
upset,upset
uptown,uptown
ur,ur
urg,urg
us,us
use,use
useless,useless
ust,ust
usual,usual
v,v
vacat,vacat
vain,vain
valley,valley
valu,valu
vampir,vampir
van,van
vanish,vanish
vaniti,vaniti
ve,ve
vega,vega
veil,veil
vein,vein
velvet,velvet
ver,ver
verdad,verdad
veri,veri
vers,vers
version,version
vibe,vibe
vibrat,vibrat
victim,victim
victori,victori
vida,vida
video,video
view,view
vill,vill
vine,vine
virtu,virtu
vision,vision
visit,visit
vivo,vivo
voic,voic
vom,vom
von,von
voodoo,voodoo
vow,vow
voy,voy
wage,wage
waist,waist
wait,wait
waitin,waitin
wake,wake
walk,walk
walkin,walkin
wall,wall
wander,wander
wanna,wanna
want,want
war,war
warm,warm
warmth,warmth
warn,warn
warrior,warrior
was,was
wash,wash
wast,wast
wat,wat
watch,watch
watchin,watchin
water,water
wave,wave
wax,wax
way,way
we,we
weak,weak
weapon,weapon
wear,wear
weari,weari
weather,weather
weav,weav
wed,wed
wee,wee
weed,weed
week,week
weekend,weekend
weep,weep
weh,weh
weigh,weigh
weight,weight
welcom,welcom
well,well
wenn,wenn
went,went
wer,wer
werd,werd
were,were
west,west
western,western
wet,wet
we’r,we’r
what,what
whatev,whatev
wheel,wheel
when,when
whenev,whenev
where,where
wherev,wherev
whether,whether
whi,whi
which,which
while,while
whine,whine
whip,whip
whirl,whirl
whiskey,whiskey
whisper,whisper
white,white
who,who
whoa,whoa
whole,whole
whom,whom
whoo,whoo
whose,whose
wide,wide
wie,wie
wieder,wieder
wife,wife
wild,wild
wilder,wilder
will,will
willi,willi
win,win
wind,wind
window,window
wine,wine
wing,wing
wink,wink
winner,winner
winter,winter
wipe,wipe
wird,wird
wire,wire
wisdom,wisdom
wise,wise
wish,wish
wit,wit
with,with
within,within
without,without
wo,wo
woah,woah
woke,woke
woman,woman
women,women
won,won
wonder,wonder
wonderin,wonderin
wont,wont
won’t,won’t
woo,woo
wood,wood
wooden,wooden
word,word
wore,wore
work,work
workin,workin
world,world
worri,worri
wors,wors
worship,worship
worst,worst
worth,worth
worthi,worthi
would,would
wound,wound
wow,wow
wrap,wrap
wreck,wreck
wrist,wrist
write,write
written,written
wrong,wrong
wrote,wrote
x,x
x2,x2
x3,x3
x4,x4
y,y
ya,ya
yah,yah
yall,yall
yard,yard
yea,yea
yeah,yeah
year,year
yell,yell
yellow,yellow
yer,yer
yes,yes
yesterday,yesterday
yet,yet
yo,yo
yonder,yonder
york,york
you,you
young,young
younger,younger
your,your
yourself,yourself
you’r,you’r
yuh,yuh
zero,zero
zone,zone
zu,zu
,
¿qué,¿qué
‘caus,‘caus
